"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.464045542E0,5.347928925E0,-4.486170959E0,6.022725677E0,9.219506399E0
2.474016542E0,5.525759125E0,-4.338727570E0,6.210285645E0,9.376898134E0
2.483987542E0,5.829627228E0,-4.231400757E0,6.184090118E0,9.493802008E0
2.493959542E0,5.985602875E0,-4.030668182E0,5.620362396E0,9.146704392E0
2.503930542E0,5.945785675E0,-3.737877045E0,5.050647125E0,8.650614341E0
2.513901542E0,5.600154419E0,-3.475472717E0,4.890629883E0,8.207246845E0
2.523873542E0,5.187612305E0,-3.306025085E0,5.221441956E0,8.068740880E0
2.533844542E0,4.864134979E0,-3.198548584E0,5.543721771E0,8.038866414E0
2.543815542E0,4.646188202E0,-3.248245239E0,5.735622711E0,8.064460914E0
2.553786542E0,4.511767731E0,-3.256777496E0,5.930966492E0,8.132589455E0
2.563758542E0,4.530778198E0,-3.188220062E0,6.065686340E0,8.214940598E0
2.573729542E0,4.554429016E0,-3.076252899E0,6.057603149E0,8.179285511E0
2.583700542E0,4.641996918E0,-3.186872864E0,6.109844513E0,8.308699899E0
2.593672542E0,4.886737976E0,-3.504662018E0,6.264173584E0,8.683474800E0
2.603643542E0,5.369783478E0,-3.740421753E0,6.544839935E0,9.255282776E0
2.613614542E0,5.784570923E0,-3.588338013E0,6.829547882E0,9.642621777E0
2.623585542E0,5.791755981E0,-3.393443298E0,7.021598511E0,9.714048611E0
2.633557542E0,5.673202515E0,-3.327879639E0,7.341333618E0,9.856733179E0
2.643528542E0,5.498665466E0,-3.306025085E0,7.555987244E0,9.912520719E0
2.653499542E0,5.296735382E0,-3.417094116E0,7.587721252E0,9.864352574E0
2.663471542E0,5.105882263E0,-3.605252838E0,7.468569031E0,9.738963245E0
2.673442542E0,5.369484100E0,-3.829935608E0,7.318880310E0,9.852196469E0
2.683413542E0,6.024521942E0,-4.010909271E0,7.168143768E0,1.018648825E1
2.693385542E0,6.620432739E0,-4.158951416E0,7.109615479E0,1.056757488E1
2.703356542E0,7.201973419E0,-4.292174377E0,7.138655090E0,1.101142945E1
2.713327542E0,7.952512665E0,-4.389921112E0,7.279362488E0,1.164057487E1
2.723299542E0,8.517138519E0,-4.479285278E0,7.444918213E0,1.216685877E1
2.733270542E0,8.466244354E0,-4.615352325E0,7.797584839E0,1.240085077E1
2.743241542E0,8.025261383E0,-4.819827118E0,8.599766693E0,1.271186615E1
2.753212542E0,7.477101288E0,-5.136269073E0,9.210346985E0,1.292744349E1
2.763184542E0,6.961423645E0,-5.678740997E0,9.395062866E0,1.299910477E1
2.773155542E0,6.860683136E0,-6.215973816E0,9.252409515E0,1.308871214E1
2.783126542E0,6.866071930E0,-6.170318756E0,8.959319000E0,1.286410410E1
2.793098542E0,6.944808197E0,-5.830824738E0,8.382119293E0,1.234863563E1
2.803069542E0,7.262447662E0,-5.414390717E0,7.789950714E0,1.194747275E1
2.813040542E0,7.531737671E0,-4.910837860E0,7.501949615E0,1.170993804E1
2.823011542E0,7.907755737E0,-4.634213104E0,7.421117706E0,1.179328283E1
2.832983542E0,8.194559326E0,-4.825814667E0,7.803722076E0,1.230192538E1
2.842954542E0,8.125702515E0,-5.265600128E0,8.313412170E0,1.276191240E1
2.852925333E0,7.914342041E0,-5.425317993E0,8.321794739E0,1.270130517E1
2.862897333E0,7.728129272E0,-5.270390167E0,7.847730560E0,1.221015436E1
2.872868333E0,7.740403748E0,-4.799319763E0,7.523654480E0,1.181324245E1
2.882839333E0,7.623496857E0,-4.225263519E0,7.604037323E0,1.156684658E1
2.892811333E0,7.523654480E0,-3.971541138E0,8.020171967E0,1.169194912E1
2.902782333E0,7.681576080E0,-4.035607910E0,8.440797272E0,1.210536248E1
2.912753333E0,7.612719269E0,-4.138144684E0,8.742120667E0,1.230863152E1
2.922724333E0,7.323370972E0,-4.249513092E0,9.063801727E0,1.240333123E1
2.932696333E0,7.134912872E0,-4.310735779E0,9.241482239E0,1.244565863E1
