"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.093309958E0,8.023315430E-2,2.901117096E0,1.771715698E0,3.400278559E0
2.103277958E0,6.212081909E-2,3.007096710E0,2.206561432E0,3.730335504E0
2.113246958E0,-1.371148682E-1,3.184477844E0,2.567610626E0,4.092960292E0
2.123214958E0,-3.580554199E-1,3.361260223E0,2.762205963E0,4.365324244E0
2.133182958E0,-5.683680725E-1,3.474873962E0,2.844983826E0,4.526778577E0
2.143150958E0,-7.837701416E-1,3.517086182E0,2.752326508E0,4.534257607E0
2.153119958E0,-1.023272095E0,3.483406219E0,2.510429535E0,4.414007376E0
2.163087958E0,-1.222807159E0,3.519630890E0,2.243833923E0,4.349465441E0
2.173055958E0,-1.459764404E0,3.538641357E0,1.991309052E0,4.314881981E0
2.183023958E0,-1.785936127E0,3.504362640E0,1.700014801E0,4.284877558E0
2.192992958E0,-2.141596527E0,3.381468201E0,1.342707825E0,4.221803783E0
2.202960958E0,-2.510579224E0,3.193758545E0,9.322613525E-1,4.167998670E0
2.212928958E0,-2.847229156E0,2.954705658E0,5.063969421E-1,4.134421031E0
2.222897958E0,-3.100801849E0,2.659070435E0,1.425036621E-1,4.087289442E0
2.232865958E0,-3.364852753E0,2.323318634E0,-1.722917175E-1,4.092643151E0
2.242833958E0,-3.585493927E0,1.959275665E0,-5.098397827E-1,4.117579925E0
2.252801958E0,-3.765719147E0,1.635948029E0,-7.923023987E-1,4.181472197E0
2.262770958E0,-4.146377563E0,1.214873657E0,-1.078207855E0,4.453189540E0
2.272738958E0,-4.843927002E0,4.382885742E-1,-1.339264984E0,5.044735511E0
2.282706958E0,-5.984704742E0,-8.116122437E-1,-1.392254791E0,6.197885018E0
2.292674958E0,-7.699239349E0,-2.780318298E0,-1.228345642E0,8.277517105E0
2.302643958E0,-1.005339386E1,-5.993536377E0,-1.262324982E0,1.177228401E1
2.312611958E0,-1.398886002E1,-1.176179123E1,-1.698667603E0,1.835520115E1
2.322579958E0,-1.989752289E1,-2.065360062E1,-1.880689087E0,2.874055718E1
2.332547958E0,-2.648771851E1,-2.914559143E1,-2.124082947E-1,3.938413194E1
2.342516958E0,-2.981410126E1,-3.299932755E1,3.310815125E0,4.459593871E1
2.352484958E0,-3.183100708E1,-3.554238922E1,5.467829590E0,4.802469785E1
2.362452958E0,-3.237587402E1,-3.664574478E1,5.159770203E0,4.917042869E1
2.372420958E0,-3.049728058E1,-3.368115967E1,5.165907440E0,4.572954449E1
2.382389958E0,-2.818054825E1,-2.964435425E1,5.154082031E0,4.122493905E1
2.392357958E0,-2.588492203E1,-2.691597794E1,4.398303680E0,3.760111876E1
2.402325958E0,-2.248758682E1,-2.404449921E1,4.488266602E0,3.322610480E1
2.412294958E0,-1.861708557E1,-2.251976990E1,3.834126892E0,2.946924567E1
